Q.No.,Date,Text,Asking Member,Addressed Ministry
3922,13-Mar-2023,National River Conservation Programme,"Pratap Chandra Sarangi
P.P. Chaudhary","ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
3923,13-Mar-2023,Modernisation of Bapu Museum,"Balashowry Vallabbhaneni
Lavu Sri Krishna Devarayalu",CULTURE
3924,13-Mar-2023,Development of Infrastructure in North Eastern States,Saikia Dilip,DEVELOPMENT OF NORTH EASTERN REGION
3925,13-Mar-2023,"Implementation of Schemes in Silchar, Assam",Rajdeep Roy,DEVELOPMENT OF NORTH EASTERN REGION
3926,13-Mar-2023,Tribal Community in Madhya Pradesh,Vivek Narayan Shejwalkar,TRIBAL AFFAIRS
3927,13-Mar-2023,Employment in Contractual Jobs,Alok Kumar Suman,LABOUR AND EMPLOYMENT
3928,13-Mar-2023,Skill Hub in Maharashtra,Rajan Baburao Vichare,SKILL DEVELOPMENT AND ENTREPRENEURSHIP
3929,13-Mar-2023,Pension Adalat,"Subrata Pathak
Ravindra Kushawaha
Ravi Kishan Shukla",FINANCE
3930,13-Mar-2023,Allegations of Plagiarism,Hibi Eden,Education
3931,13-Mar-2023,Schemes in Bihar,Dulal Chandra Goswami,SKILL DEVELOPMENT AND ENTREPRENEURSHIP
3932,13-Mar-2023,CAMPA Funds,"Margani Bharat
Rajendra Agrawal
Reddeppa Nallakonda Gari","ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
3933,13-Mar-2023,Internet Connection and Computer Labs in Schools in Maharashtra,Sunil Dattatray Tatkare,Education
3934,13-Mar-2023,Financial Expenditure Planning for Cultural Promotion Schemes,Vijay Kumar Dubey,CULTURE
3935,13-Mar-2023,Proposal Received for New Kendriya Vidyalayas,Devji Mansingram Patel,Education
3936,13-Mar-2023,School Children Involved as Domestic Helps,Ashok Kumar Rawat,Education
3937,13-Mar-2023,Establishment of University in AP,"Sanjeev Kumar Singari
Beesetti Venkata Satyavathi
Pocha Brahmananda Reddy
Magunta Sreenivasulu Reddy",Education
3938,13-Mar-2023,Unfair Business Practices by Online Travel Agents,Ramcharan Bohra,TOURISM
3939,13-Mar-2023,Environmental Clearance to Gas based Power Projects,"Bhavana Gawali (Patil)
Krupal Balaji Tumane","ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
3940,13-Mar-2023,New National Tourism Policy,"Manne Srinivas Reddy
Komati Reddy Venkat Reddy",TOURISM
3941,13-Mar-2023,Contractual Teachers in KVs /Ad-hoc Teachers for Higher Education,Ritesh Pandey,Education
3942,13-Mar-2023,New Hospitals in Maharashtra,"Supriya Sadanand Sule
Ajay Nishad
DNV Senthilkumar. S.",LABOUR AND EMPLOYMENT
3943,13-Mar-2023,MoU between ASI and ISRO,Amol Ramsing Kolhe,CULTURE
3944,13-Mar-2023,Regulation of VDAs,Vincent H Pala,FINANCE
3945,13-Mar-2023,Corporate Management,Pushpendra Singh Chandel,CORPORATE AFFAIRS
3946,13-Mar-2023,Income Tax Department’s Survey of BBC,Suresh Kodikunnil,FINANCE
3947,13-Mar-2023,Air Pollution,"Krupal Balaji Tumane
Bhavana Gawali (Patil)","ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
3948,13-Mar-2023,Education Loans,"Subhash Ramrao Bhamre
Amol Ramsing Kolhe
Sunil Dattatray Tatkare
Supriya Sadanand Sule
Kuldeep Rai Sharma",FINANCE
3949,13-Mar-2023,Funds Spent on Promotion of Languages,Dayanidhi Maran,Education
3950,13-Mar-2023,Schemes for Tribal Population,Chandrani Murmu,TRIBAL AFFAIRS
3951,13-Mar-2023,Status of On-site Museum in Adichanallur,"Kanimozhi Karunanidhi
P. Ravindhranath",CULTURE
3952,13-Mar-2023,Government/Non-Government Universities/ Colleges in Chhattisgarh,Gomati Sai,Education
3953,13-Mar-2023,Students Enrolled in EMRS,"Dilip Ghosh
Jaskaur Meena",TRIBAL AFFAIRS
3954,13-Mar-2023,Online Transactions,Balubhau (Alias Suresh Narayan) Dhanorkar,FINANCE
3955,13-Mar-2023,Projects Selected under PRASAD Scheme in Haryana,Ramesh Chander Kaushik,TOURISM
3956,13-Mar-2023,Development of Tribal Areas in Rajasthan,Hanuman Beniwal,TRIBAL AFFAIRS
3957,13-Mar-2023,Hydro Electric Projects in Meghalaya,Abhishek Banerjee,DEVELOPMENT OF NORTH EASTERN REGION
3958,13-Mar-2023,Budget Allotted for PM POSHAN Scheme,Mala Roy,Education
3959,13-Mar-2023,GST Compensation to Kerala,M. K. Raghavan,FINANCE
3960,13-Mar-2023,Contractual Employees Working under Samagra Shiksha Abhiyan,Ramdas Chandrabhanji Tadas,Education
3961,13-Mar-2023,Schemes for Girls for Higher Education,Badruddin Ajmal,Education
3962,13-Mar-2023,Low Literacy Rate in Rural Areas,Rajeshbhai Naranbhai Chudasama,Education
3963,13-Mar-2023,Tax Evasion by Insurance Companies,Vellalath Kochukrishnan Nair. Sreekandan,FINANCE
3964,13-Mar-2023,India Skill Report,Abdul Majeed Ariff,SKILL DEVELOPMENT AND ENTREPRENEURSHIP
3965,13-Mar-2023,Kala Utsav under RMSA,"P.P. Chaudhary
Pratap Chandra Sarangi",Education
3966,13-Mar-2023,Budget Allocation for Education,Manickam Tagore B,Education
3967,13-Mar-2023,Skill Development Training to Tribal Communities,"Manoj Kumar Tiwari
Nishikant Dubey",SKILL DEVELOPMENT AND ENTREPRENEURSHIP
3968,13-Mar-2023,Waste Disposal System,"Gyaneshwar Patil
Nayab Singh","ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
3969,13-Mar-2023,Alleged Harassment by Income Tax Authorities,Mahua Moitra,FINANCE
3970,13-Mar-2023,Tax Incentives for Agricultural Innovation,Jual Oram,FINANCE
3971,13-Mar-2023,Eradication of Illiteracy,Magunta Sreenivasulu Reddy,Education
3972,13-Mar-2023,Investigation into Adani Group of Companies,Manish Tewari,FINANCE
3973,13-Mar-2023,TDS Rate on EPF Withdrawals,"Jagdambika Pal
Vincent H Pala",LABOUR AND EMPLOYMENT
3974,13-Mar-2023,Plastic Pollution,"Pradeep Kumar Singh
Parbatbhai Savabhai Patel
Pocha Brahmananda Reddy","ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
3975,13-Mar-2023,Mudra Loans for Self-employed Youths,Sanghamitra Maurya,LABOUR AND EMPLOYMENT
3976,13-Mar-2023,Programmes to Upskill People in Tourism Sector,"T.R.V.S. Ramesh
M.K. Vishnu Prasad",TOURISM
3977,13-Mar-2023,Investment in Adani Group,Anto Antony,FINANCE
3978,13-Mar-2023,All India Consumer Price Index,"M.K. Vishnu Prasad
T.R.V.S. Ramesh",LABOUR AND EMPLOYMENT
3979,13-Mar-2023,Cross Dependency Initiative,"Ravneet Singh
Sanghamitra Maurya
Keshari Devi Patel
Jadon Chandra Sen","ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
3980,13-Mar-2023,Open Market Borrowing by States,Aparupa Poddar,FINANCE
3981,13-Mar-2023,Claims under Forest Rights Act,"Dean Kuriakose
Arjunlal Meena
Mohammad Jawed
A. Chellakumar",TRIBAL AFFAIRS
3982,13-Mar-2023,Pradhan Mantri Bima Yojana,"Arun Kumar Sagar
Ashok Kumar Rawat
Vinayak Bhaurao Raut",FINANCE
3983,13-Mar-2023,Pending Seats in Class VI in Navodaya Schools,S. Muniswamy,Education
3984,13-Mar-2023,Segregator Packaging Indicator,Srinivas Kesineni,"ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
3985,13-Mar-2023,Current Account Deficit,Mimi Chakraborty,FINANCE
3986,13-Mar-2023,Funds Allocated for Promotion of Heritage Sites in Gujara,"Hasmukhbhai Somabhai Patel
Ratansinh Magansinh Rathod",CULTURE
3987,13-Mar-2023,Investment in Cryptocurrency,Harish Dwivedi,FINANCE
3988,13-Mar-2023,Ban on Manja,Balak Nath,"ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
3989,13-Mar-2023,Vacancies in Overseas Tourism Offices,Chinta Anuradha,TOURISM
3990,13-Mar-2023,Green India Mission,Dhal Singh Bisen,"ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
3991,13-Mar-2023,Monitoring of Air Quality at Construction Sites,"Jagannath Sarkar
Hasnain Masoodi","ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
3992,13-Mar-2023,MUDRA Loans in Uttarakhand,Tirath Singh Rawat,FINANCE
3993,13-Mar-2023,Interest Dues in EPFO,Gautham Sigamani Pon,LABOUR AND EMPLOYMENT
3994,13-Mar-2023,Development of STs in Maharashtra,"Sanjay Haribhau Jadhav
Omprakash Bhupalsinh alias Pawan Rajenimbalkar",TRIBAL AFFAIRS
3995,13-Mar-2023,New Policy to Protect Antiquities,S. Ramalingam,CULTURE
3996,13-Mar-2023,Projects of Higher Education in Bihar and Haryana,"Ajay Kumar Mandal
Sunil Kumar Pintu
Ramesh Chander Kaushik
Rama Devi",Education
3997,13-Mar-2023,Setting up of Bharat Shared Repository of Inscriptions,"Sukanta Majumdar
Rajveer (Raju Bhaiya) Singh
Vinod Kumar Sonkar",CULTURE
3998,13-Mar-2023,Programmes to Develop Awareness for Preservation of Cultural Heritage,S. Jagathrakshakan,CULTURE
3999,13-Mar-2023,National Credit Framework (NCrF),Poonamben Hematbhai Maadam,Education
4000,13-Mar-2023,Development of Tourist Destinations through Challenge Mode,"Keshari Devi Patel
Sanghamitra Maurya
V. Kalanidhi
Kripanath Mallah
Jaskaur Meena",TOURISM
4001,13-Mar-2023,KVs and NVs Buildings/Expansion in Class Sections/Increase in Shifts,Dileshwar Kamait,Education
4002,13-Mar-2023,Farmers Loan Waiver Scheme,S. Gnanathiraviam,CORPORATE AFFAIRS
4003,13-Mar-2023,PVTG Development Mission,"Bhola Singh
Sukanta Majumdar
Sangeeta Kumari Singh Deo
Rajveer (Raju Bhaiya) Singh
Jayanta Kumar Roy
Raja Amareshwara Naik",TRIBAL AFFAIRS
4004,13-Mar-2023,GST Collection from Private Sector Companies,Mahesh Sahoo,FINANCE
4005,13-Mar-2023,Appointment of Registrar,Adoor Prakash,Education
4006,13-Mar-2023,Loans under PMMY and PM SVANidhi,"Jaisiddeshwar Shivacharya Mahaswamiji
Umesh G. Jadhav
Annasaheb Shankar Jolle
Prathap Simha
Sanganna Amarappa Karadi
L.S. Tejasvi Surya",FINANCE
4007,13-Mar-2023,Skill India Programme (SIP),Chandeshwar Prasad,SKILL DEVELOPMENT AND ENTREPRENEURSHIP
4008,13-Mar-2023,GST on Kendu Leaves,Pinaki Misra,FINANCE
4009,13-Mar-2023,Lifestyle for Environment,Kotha Prabhakar Reddy,"ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
4010,13-Mar-2023,Environment Impact Assessment Garden City of Bengaluru,"Komati Reddy Venkat Reddy
Manne Srinivas Reddy
Y. S. Avinash Reddy","ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
4011,13-Mar-2023,Policy for Gig Workers,"Rita Bahuguna Joshi
Unmesh Bhaiyyasaheb Patil
Sudhakar Tukaram Shrangre
Sujay Radhakrishna Vikhepatil
Heena Vijaykumar Gavit
Krishna Pal Singh Yadav
Shrikant Eknath Shinde
Arun Sao
Shivkumar Chanabasappa Udasi",LABOUR AND EMPLOYMENT
4012,13-Mar-2023,CSR Spending by Companies,Debasree Chaudhuri,CORPORATE AFFAIRS
4013,13-Feb-2023,Air Pollution in Rural Areas,Ramdas Chandrabhanji Tadas,"ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
4014,13-Feb-2023,Inequality in Wealth Distribution in the Country,"Komati Reddy Venkat Reddy
Manne Srinivas Reddy",FINANCE
4015,13-Feb-2023,Promotion of Digital Transactions,Vivek Narayan Shejwalkar,FINANCE
4016,13-Feb-2023,Most Polluted Cities/Towns,Hibi Eden,"ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
4017,13-Feb-2023,Bima Sugam Portal,N.K. Premachandran,FINANCE
4018,13-Feb-2023,Separate MICE Funds to Support “Meet in India”,"Vinod Kumar Sonkar
Rajveer (Raju Bhaiya) Singh",TOURISM
4019,13-Feb-2023,Inequality in the Country,Deepak Baij,FINANCE
4020,13-Feb-2023,Economic Development of Tribal People,Kanakmal Katara,TRIBAL AFFAIRS
4021,13-Feb-2023,Allocation of Funds for Hyderabad-Nagpur Industrial Corridor,"Gaddam Ranjith Reddy
Kavitha Malothu",FINANCE
4022,13-Feb-2023,Performance-based Grants,Kirit Premjibhai Solanki,CULTURE
4023,13-Feb-2023,Closure of Coal-powered Boilers,Sanjay Bhatia,"ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
4024,13-Feb-2023,Workers Registered in e-Shram Portal,"Rattan Lal Kataria
Jayant Sinha",LABOUR AND EMPLOYMENT
4025,13-Feb-2023,"Regulation of VDAs, Cryptos and Web3 Sectors",Dr. T. Sumathy (a) Thamizhachi Thangapandian,FINANCE
4026,13-Feb-2023,CSR Spending by CPSEs,Sangeeta Azad,CORPORATE AFFAIRS
4027,13-Feb-2023,Project to Rewrite Indian History,K. Subbarayan,Education
4028,13-Feb-2023,Support to States for their Capital Expenditure,"A. Ganeshamurthi
Andimuthu Raja",FINANCE
4029,13-Feb-2023,Suicides by Daily Wagers,Su Thirunavukkarasar,LABOUR AND EMPLOYMENT
4030,13-Feb-2023,Restoration and Development of Monuments,"Dinesh Lal ""Nirahua"" Yadav
C. R. Patil",CULTURE
4031,13-Feb-2023,Assistance/Incentive Package to Artists in Uttar Pradesh,Vijay Kumar Dubey,CULTURE
4032,13-Feb-2023,Conservation of Centrally Protected Monuments,"S. Venkatesan
Kamlesh Paswan",CULTURE
4033,13-Feb-2023,Closure of Coal-powered Boilers,Sanjay Bhatia,"ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
4034,13-Feb-2023,Proposal to Build Tirthraj Pushkar Corridor,Bhagirath Chaudhary,TOURISM
4035,13-Feb-2023,Unemployed Youth of Uttar Pradesh,"Bholanath (B.P. Saroj)
R.K. Singh Patel",LABOUR AND EMPLOYMENT
4036,13-Feb-2023,"Research Park at IIT, Hyderabad","Venkatesh Netha Borlakunta
Gaddam Ranjith Reddy",Education
4037,13-Feb-2023,Training of Teachers under School Innovation Council,"Sunil Dattatray Tatkare
Kuldeep Rai Sharma
Subhash Ramrao Bhamre
Ganesan Selvam
C.N. Annadurai
Dhanush M Kumar
Supriya Sadanand Sule
Amol Ramsing Kolhe
DNV Senthilkumar. S.
Manjulata Mandal",Education
4038,13-Feb-2023,Inclusion of Lothal in UNESCO World Heritage List,"Brijbhushan Sharan Singh
Vinod Kumar Sonkar
Rajveer (Raju Bhaiya) Singh
P.P. Chaudhary
Raja Amareshwara Naik
Sukanta Majumdar
Pratap Chandra Sarangi
Ramapati Ram Tripathi
Sangamlal Kadedin Gupta
Bhola Singh",CULTURE
4039,13-Feb-2023,E-Shram Portal,Narendra Kumar,LABOUR AND EMPLOYMENT
4040,13-Feb-2023,Ancient Heritages in Darbhanga,Gopal Jee Thakur,CULTURE
4041,13-Feb-2023,Evasion of Tax by Companies,Rahul Kaswan,FINANCE
4042,13-Feb-2023,North East Council Funds,Raju Bista,DEVELOPMENT OF NORTH EASTERN REGION
4043,13-Feb-2023,Pension Updation of Retirees of PSBs,D. Ravikumar,FINANCE
4044,13-Feb-2023,Global Methane Pledge,Thalikkottai Rajuthevar Baalu,"ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
4045,13-Feb-2023,CSR Compliance,Aparajita Sarangi,CORPORATE AFFAIRS
4046,13-Feb-2023,Establishment of more KVs for Admitting Children from SC/ST/OBC and Minority Communities,Harish Dwivedi,Education
4047,13-Feb-2023,Grievances Redressal Cells for Labourers in Ladakh,Jamyang Tsering Namgyal,LABOUR AND EMPLOYMENT
4048,13-Feb-2023,Basic Facilities at Monuments,Jadon Chandra Sen,CULTURE
4049,13-Feb-2023,ECLGS Support to MSMEs,Adala Prabhakara Reddy,FINANCE
4050,13-Feb-2023,Employment in Foreign Countries,Lallu Singh,SKILL DEVELOPMENT AND ENTREPRENEURSHIP
4051,13-Feb-2023,Allocation of Funds to Bihar under Samagra Shiksha Abhiyan,Santosh Kumar,Education
4052,13-Feb-2023,Appointment of P&HE Teacher under Samagra Shiksha Abhiyan,Francisco Cosme Sardinha,Education
4053,13-Feb-2023,Debt-ridden States,Adoor Prakash,FINANCE
4054,13-Feb-2023,Recovery of Bank NPAs,Dinesh Chandra Yadav,FINANCE
4055,13-Feb-2023,Conservation of Cultural Heritage in Compliance of UNESCO’s Guidelines,Ravi Kishan Shukla,CULTURE
4056,13-Feb-2023,Policy for Health and Pension Facilities to Labourers,Manoj Rajoria,LABOUR AND EMPLOYMENT
4057,13-Feb-2023,Rehabilitation of Tribal People,Haji Fazlur Rehman,TRIBAL AFFAIRS
4058,13-Feb-2023,Funds allocated to West Bengal for Centrally Sponsored Scheme,Nusrat Jahan Ruhi,FINANCE
4059,13-Feb-2023,Navodaya Vidyalayas in the Country,Hemant Tukaram Godse,Education
4060,13-Feb-2023,Vanbandhu Kalyan Yojana,Anubhav Mohanty,TRIBAL AFFAIRS
4061,13-Feb-2023,Drop-out in Primary and Secondary School Education,Nama Nageswara Rao,Education
4062,13-Feb-2023,Schemes in Daman and Diu,Kalaben Mohanbhai Delkar,TRIBAL AFFAIRS
4063,13-Feb-2023,Skill Development Centres,"Gajanan Chandrakant Kirtikar
Mohanbhai Sanjibhai Delkar",SKILL DEVELOPMENT AND ENTREPRENEURSHIP
4064,13-Feb-2023,Dhangar Community in ST List,T.R.V.S. Ramesh,TRIBAL AFFAIRS
4065,13-Feb-2023,Education to Youth Entrepreneurship,Thirumaa Valavan Thol,SKILL DEVELOPMENT AND ENTREPRENEURSHIP
4066,13-Feb-2023,Study/Survey regarding Air Pollution in Rural Areas,Sunita Duggal,"ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
4067,13-Feb-2023,Inflow of Foreign Tourists,Nihal Chand Chauhan,TOURISM
4068,13-Feb-2023,Employees&#8217; Pension Scheme,"Giridhari Yadav
Gautham Sigamani Pon",LABOUR AND EMPLOYMENT
4069,13-Feb-2023,Tribal Population in Uttar Pradesh,R.K. Singh Patel,TRIBAL AFFAIRS
4070,13-Feb-2023,Teacher-Student Ratio in the Country,Ajay Nishad,Education
4071,13-Feb-2023,Shortage of Engineering and Medical Colleges in Jamui,Chirag Paswan,Education
4072,13-Feb-2023,Conservation and Restoration of Monuments in Kerala,Thomas Chazhikadan,CULTURE
4073,13-Feb-2023,Funds Allocated and spent on Maintenance of Monuments,"Navneet Ravi Rana
Ramesh Chander Kaushik
Hemant Tukaram Godse
Locket Chatterjee
Rama Devi
Sunil Kumar Pintu
Mahabali Singh
Ajay Kumar Mandal",CULTURE
4074,13-Feb-2023,Unpaid Labour Force,P.R. Natarajan,LABOUR AND EMPLOYMENT
4075,13-Feb-2023,Establishment of Educational Institutes under Samagra Shiksha Abhiyan in Tamil Nadu and Odisha,"Dhanush M Kumar
Manjulata Mandal
Ganesan Selvam
C.N. Annadurai",Education
4076,13-Feb-2023,Registered NGOs,Sunil Kumar Mondal,LABOUR AND EMPLOYMENT
4077,13-Feb-2023,Schools meeting RTE Act Norms,Imtiaz Jaleel Syed,Education
4078,13-Feb-2023,Training under PMKVY 3.0,Brijendra Singh,SKILL DEVELOPMENT AND ENTREPRENEURSHIP
4079,13-Feb-2023,Effect of Demonetization,"Rajiv Ranjan (Lalan) Singh
Dinesh Chandra Yadav",FINANCE
4080,13-Feb-2023,Beautification of Worship Places in Tribal Areas,Khagen Murmu,CULTURE
4081,13-Feb-2023,Seizure of Black Money,S. Ramalingam,FINANCE
4082,13-Feb-2023,Difference in Bank Interest Rates,Kaushalendra Kumar,FINANCE
4083,13-Feb-2023,Industry in Aspirational Districts of Maharashtra,Omprakash Bhupalsinh alias Pawan Rajenimbalkar,CORPORATE AFFAIRS
4084,13-Feb-2023,Schemes for Welfare of Labourers,Dharmendra Kumar Kashyap,LABOUR AND EMPLOYMENT
4085,13-Feb-2023,Kendriya Vidyalayas Running on Rented Places,"Janardan Singh Sigriwal
Alok Kumar Suman",Education
4086,13-Feb-2023,Outstanding Debt of Telangana,Uttam Kumar Nalamada Reddy,FINANCE
4087,13-Feb-2023,Setting up of Tourism University,M. Selvaraj,TOURISM
4088,13-Feb-2023,Audit Report at Central University of Kerala,Rajmohan Unnithan,Education
4089,13-Feb-2023,Set up of New Kendriya Vidyalayas in Uttar Pradesh,"Upendra Singh Rawat
R.K. Singh Patel",Education
4090,13-Feb-2023,Value Education in School Curriculum,Ramesh Bidhuri,Education
4091,13-Feb-2023,Welfare and Upliftment of Skilled/ Unskilled Labourers,Mahabali Singh,LABOUR AND EMPLOYMENT
4092,13-Feb-2023,Tribal Communities Living in Forest Areas,"Ravindra Kushawaha
Ravi Kishan Shukla",TRIBAL AFFAIRS
4093,13-Feb-2023,Commemoration of Birth Anniversary of Raja Ram Mohan Roy,Aparupa Poddar,CULTURE
4094,13-Feb-2023,Implementation of RUSA,"Krishna Pal Singh Yadav
Unmesh Bhaiyyasaheb Patil
Sujay Radhakrishna Vikhepatil
Rita Bahuguna Joshi
Heena Vijaykumar Gavit
Shrikant Eknath Shinde",Education
4095,13-Feb-2023,"Health Facilities in Wayanad, Kerala",Rahul Gandhi,LABOUR AND EMPLOYMENT
4096,13-Feb-2023,Central Labour Institute,"Mansukhbhai Dhanjibhai Vasava
Prataprao Govindrao Patil Chikhalikar",LABOUR AND EMPLOYMENT
4097,13-Feb-2023,Contractual Teachers in Kendriya Vidyalayas,K. Jayakumar,Education
4098,13-Feb-2023,Home-Based Education System for Speciallyabled Children under NEP 2020,Ganesh Singh,Education
4099,13-Feb-2023,Taxation of Agricultural Income,Shyam Yadav Singh,FINANCE
4100,13-Feb-2023,Promotion of Digital Payments,Bhartruhari Mahtab,FINANCE
4101,13-Feb-2023,Price Increase of Food Items affected the SCs,Sukhbir Singh Jaunapuria,TRIBAL AFFAIRS
4102,13-Feb-2023,"Poor Arithmetic Calculations of Children of Southern, Central and Western States of India",Sougata Ray,"ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
4103,13-Feb-2023,Education in Mother Tongue up to Class Fifth,Achyutananda Samanta,Education
4104,13-Feb-2023,Policy for Medical Tourism,Gyaneshwar Patil,TOURISM
4105,13-Feb-2023,Development of Medical Tourism Hubs,Rajiv Pratap Rudy,TOURISM
4106,13-Feb-2023,Development of Pilgrimage Cities,Hema Malini,TOURISM
4107,13-Feb-2023,Indigenous Air Unique Quality Monitoring Photonic System,Gaurav Gogoi,"ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
4108,13-Feb-2023,Companies with NCLT,Mahesh Sahoo,CORPORATE AFFAIRS
4109,13-Feb-2023,Problems of Working Mothers,Sanjay(Kaka) Ramchandra Patil,LABOUR AND EMPLOYMENT
4110,13-Feb-2023,Navodaya Vidyalayas in Rajasthan,Arjunlal Meena,Education
4111,13-Feb-2023,Use of CSR Funds,Naranbhai Bhikhabhai Kachhadiya,CORPORATE AFFAIRS
4112,13-Feb-2023,National Parks/Sanctuaries,Girish Chandra,"ENVIRONMENT, FORESTS AND CLIMATE CHANGE"
4113,13-Feb-2023,Education in Mother Tongue up to Class Fifth,Achyutananda Samanta,FINANCE
4114,13-Feb-2023,School Going Childern from Labourer’s Families,Chandeshwar Prasad,Education
4115,13-Feb-2023,Statutory Auditors,P. Velusamy,CORPORATE AFFAIRS
4116,13-Feb-2023,Promotion of Investment in Research and Development,Jual Oram,FINANCE
4117,13-Feb-2023,Allocation of Funds under Article 275(1) in Maharashtra,"Raksha Nikhil Khadse
Manoj Kishorbhai Kotak",TRIBAL AFFAIRS
4118,13-Feb-2023,Approved Projects under Various Schemes,Tokheho Yepthomi,DEVELOPMENT OF NORTH EASTERN REGION
4119,13-Feb-2023,Safety of Women in Universities in HEIs,Ranjanben Dhananjay Bhatt,Education
4120,13-Feb-2023,Failure of Online Transactions,Vijayakumar (alias) Vijay Vasanth,FINANCE
4121,13-Feb-2023,Bank Strikes,Kotha Prabhakar Reddy,FINANCE
4122,13-Feb-2023,Education Loans,Anto Antony,FINANCE
4123,13-Feb-2023,Projects Approved under PRASAD Scheme,"Bheemrao Baswanthrao Patil
Ajay Nishad",TOURISM
4124,13-Feb-2023,Welfare of STs in Gujarat,Jaswantsinh Sumanbhai Bhabhor,TRIBAL AFFAIRS
4125,13-Feb-2023,Internet Connectivity in Schools,DNV Senthilkumar. S.,Education
4126,13-Feb-2023,Jan Shikshan Sansthans (JSS),S. Muniswamy,SKILL DEVELOPMENT AND ENTREPRENEURSHIP
4127,13-Feb-2023,Internationalisation of Higher Education System in India,"Pritam Gopinath Munde
Girish Bhalchandra Bapat
Chandra Sekhar Sahu
Jaswantsinh Sumanbhai Bhabhor
Rahul Ramesh Shewale",Education
